drug_name,raw_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion,trust_score
vesicare,0.19444444444444445,18,6,2,0.16666666666666666,0.1111111111111111,0.5972222222222222
gianvi,0.1925,40,13,4,0.025,0.275,0.59625
tolterodine,0.19230769230769232,13,4,1,0.07692307692307693,0.3076923076923077,0.5961538461538461
hydromorphone,0.1918032786885246,61,21,3,0.11475409836065574,0.13114754098360656,0.5959016393442623
nebivolol,0.19047619047619047,21,8,2,0.14285714285714285,0.47619047619047616,0.5952380952380952
golytely,0.18888888888888888,9,3,0,0.0,0.0,0.5944444444444444
almotriptan,0.1875,8,3,1,0.0,0.0,0.59375
phenelzine,0.1875,8,3,1,0.25,0.125,0.59375
evolocumab,0.1875,16,5,1,0.0,0.25,0.59375
stendra,0.1875,8,2,0,0.25,0.0,0.59375
clomiphene,0.1875,16,4,1,0.25,0.1875,0.59375
viberzi,0.18571428571428572,28,9,1,0.21428571428571427,0.21428571428571427,0.5928571428571429
augmentin,0.18478260869565216,46,17,6,0.0,0.15217391304347827,0.592391304347826
phendimetrazine,0.184,25,9,0,0.12,0.2,0.592
toradol,0.18275862068965518,29,10,0,0.0,0.034482758620689655,0.5913793103448276
treximet,0.1826086956521739,23,9,4,0.043478260869565216,0.08695652173913043,0.591304347826087
loratadine,0.18181818181818182,11,3,1,0.0,0.0,0.5909090909090909
fluoxetine / olanzapine,0.18181818181818182,11,5,3,0.0,0.36363636363636365,0.5909090909090909
irbesartan,0.18181818181818182,11,3,1,0.09090909090909091,0.18181818181818182,0.5909090909090909
ritalin,0.17857142857142858,14,6,1,0.21428571428571427,0.07142857142857142,0.5892857142857143
adderall xr,0.17857142857142858,28,10,2,0.4642857142857143,0.21428571428571427,0.5892857142857143
deplin,0.17777777777777778,9,3,0,0.3333333333333333,0.1111111111111111,0.5888888888888889
cobicistat / elvitegravir / emtricitabine / tenofovir,0.175,20,6,2,0.0,0.2,0.5875
dextroamphetamine,0.17500000000000002,28,8,0,0.2857142857142857,0.10714285714285714,0.5875
jardiance,0.17500000000000002,12,3,0,0.16666666666666666,0.08333333333333333,0.5875
triamcinolone,0.17500000000000002,24,9,4,0.0,0.125,0.5875
nicotrol inhaler,0.17142857142857143,7,3,0,0.0,0.14285714285714285,0.5857142857142857
acanya,0.17142857142857143,7,2,0,0.2857142857142857,0.14285714285714285,0.5857142857142857
cariprazine,0.16923076923076924,13,5,1,0.0,0.46153846153846156,0.5846153846153846
depakote er,0.16875,16,7,3,0.0625,0.0625,0.584375
tegretol,0.16842105263157894,19,6,2,0.05263157894736842,0.10526315789473684,0.5842105263157895
solodyn,0.16818181818181818,22,7,2,0.13636363636363635,0.09090909090909091,0.5840909090909091
phillips' milk of magnesia,0.16666666666666666,24,9,3,0.0,0.20833333333333334,0.5833333333333334
orap,0.16666666666666666,3,1,0,0.0,0.3333333333333333,0.5833333333333334
benadryl allergy,0.16666666666666666,6,2,0,0.0,0.16666666666666666,0.5833333333333334
diovan hct,0.16666666666666666,6,2,1,0.0,0.0,0.5833333333333334
zorvolex,0.16666666666666666,3,1,0,0.3333333333333333,0.0,0.5833333333333334
biaxin,0.16666666666666666,18,7,3,0.05555555555555555,0.05555555555555555,0.5833333333333334
famvir,0.16666666666666666,3,1,0,0.0,0.0,0.5833333333333334
taclonex,0.16666666666666666,6,1,0,0.0,0.0,0.5833333333333334
gavilyte-n,0.16666666666666666,3,1,0,0.0,0.0,0.5833333333333334
kenalog-40,0.16666666666666666,6,1,0,0.0,0.3333333333333333,0.5833333333333334
clomid,0.16666666666666666,9,2,0,0.4444444444444444,0.2222222222222222,0.5833333333333334
furosemide,0.16666666666666666,15,4,1,0.2,0.26666666666666666,0.5833333333333334
isosorbide mononitrate,0.16666666666666666,9,3,1,0.1111111111111111,0.2222222222222222,0.5833333333333334
ponstel,0.16666666666666666,6,2,1,0.0,0.0,0.5833333333333334
lomotil,0.16666666666666666,9,3,0,0.0,0.2222222222222222,0.5833333333333334
carbidopa / levodopa,0.16666666666666666,9,3,0,0.0,0.1111111111111111,0.5833333333333334
metadate cd,0.16666666666666666,3,1,0,0.3333333333333333,0.0,0.5833333333333334
midodrine,0.16666666666666666,6,2,1,0.0,0.3333333333333333,0.5833333333333334
kapidex,0.16666666666666666,6,2,1,0.16666666666666666,0.16666666666666666,0.5833333333333334
warfarin,0.16666666666666666,9,2,0,0.1111111111111111,0.1111111111111111,0.5833333333333334
chlorhexidine,0.16666666666666666,9,3,1,0.0,0.1111111111111111,0.5833333333333334
neurontin,0.16129032258064516,31,11,2,0.03225806451612903,0.16129032258064516,0.5806451612903226
vardenafil,0.16071428571428573,28,7,0,0.35714285714285715,0.32142857142857145,0.5803571428571429
valtrex,0.16,45,13,2,0.08888888888888889,0.1111111111111111,0.58
cialis,0.15774647887323942,71,21,3,0.5070422535211268,0.323943661971831,0.5788732394366197
natalizumab,0.15384615384615385,13,4,2,0.15384615384615385,0.23076923076923078,0.5769230769230769
cetirizine,0.1525,40,13,4,0.1,0.15,0.57625
oxycodone,0.15217391304347827,161,54,5,0.2111801242236025,0.08074534161490683,0.5760869565217391
nefazodone,0.15,10,3,1,0.1,0.0,0.575
xiidra,0.15,24,6,1,0.0,0.20833333333333334,0.575
testim,0.15000000000000002,18,6,1,0.16666666666666666,0.3888888888888889,0.575
zyrtec,0.15,28,8,2,0.03571428571428571,0.17857142857142858,0.575
cephalexin,0.15,40,14,6,0.05,0.1,0.575
elmiron,0.15,10,3,1,0.0,0.0,0.575
betamethasone / calcipotriene,0.14666666666666667,15,3,0,0.0,0.13333333333333333,0.5733333333333334
adalimumab,0.14556962025316456,79,25,7,0.1518987341772152,0.27848101265822783,0.5727848101265822
omeprazole / sodium bicarbonate,0.14285714285714285,7,2,0,0.0,0.14285714285714285,0.5714285714285714
mercaptopurine,0.14285714285714285,7,2,1,0.14285714285714285,0.2857142857142857,0.5714285714285714
rivastigmine,0.14285714285714285,7,1,0,0.14285714285714285,0.0,0.5714285714285714
glucophage,0.14285714285714285,7,1,0,0.0,0.0,0.5714285714285714
alendronate,0.14285714285714285,7,2,1,0.0,0.14285714285714285,0.5714285714285714
cyclobenzaprine,0.14270833333333333,96,29,11,0.15625,0.17708333333333334,0.5713541666666666
codeine / guaifenesin,0.14166666666666666,12,4,0,0.0,0.0,0.5708333333333333
xyrem,0.14166666666666666,12,4,0,0.16666666666666666,0.16666666666666666,0.5708333333333333
chlordiazepoxide / clidinium,0.14166666666666666,12,3,0,0.0,0.08333333333333333,0.5708333333333333
rizatriptan,0.14130434782608695,46,15,6,0.08695652173913043,0.15217391304347827,0.5706521739130435
butrans,0.140625,32,11,2,0.1875,0.21875,0.5703125
esterified estrogens / methyltestosterone,0.13999999999999999,5,2,0,0.2,0.2,0.57
exalgo,0.13999999999999999,5,2,0,0.4,0.0,0.57
ventolin hfa,0.13999999999999999,5,2,0,0.0,0.0,0.57
ultram,0.138,50,19,3,0.12,0.12,0.569
levitra,0.13636363636363635,22,7,2,0.36363636363636365,0.22727272727272727,0.5681818181818181
rapaflo,0.13636363636363635,11,2,0,0.09090909090909091,0.45454545454545453,0.5681818181818181
adderall,0.13421052631578947,76,26,8,0.25,0.32894736842105265,0.5671052631578948
acyclovir,0.13333333333333333,33,9,0,0.06060606060606061,0.18181818181818182,0.5666666666666667
bentyl,0.13333333333333333,15,6,4,0.13333333333333333,0.2,0.5666666666666667
montelukast,0.13220338983050847,59,21,8,0.06779661016949153,0.1864406779661017,0.5661016949152542
jublia,0.132,25,7,0,0.0,0.12,0.5660000000000001
oxymetazoline,0.1318181818181818,22,7,1,0.0,0.22727272727272727,0.5659090909090909
ketorolac,0.13076923076923078,52,17,5,0.057692307692307696,0.1346153846153846,0.5653846153846154
otezla,0.13,40,11,4,0.025,0.225,0.565
ocella,0.12962962962962962,27,10,6,0.07407407407407407,0.48148148148148145,0.5648148148148148
cyclosporine,0.12777777777777777,18,6,1,0.05555555555555555,0.1111111111111111,0.5638888888888889
entresto,0.125,4,1,0,0.0,0.25,0.5625
colcrys,0.125,4,2,1,0.0,0.25,0.5625
zoladex,0.125,8,4,3,0.125,0.5,0.5625
acetaminophen / butalbital,0.125,4,1,0,0.25,0.0,0.5625
tranexamic acid,0.125,20,4,1,0.1,0.2,0.5625
acetaminophen,0.125,8,1,0,0.0,0.0,0.5625
sinemet,0.125,4,1,0,0.0,0.0,0.5625
codeine / promethazine,0.125,8,1,0,0.0,0.125,0.5625
umeclidinium / vilanterol,0.125,4,1,0,0.25,0.25,0.5625
chlor-trimeton,0.125,4,1,0,0.0,0.5,0.5625
saxagliptin,0.125,4,1,0,0.0,0.25,0.5625
desipramine,0.125,8,2,0,0.125,0.125,0.5625
ezetimibe / simvastatin,0.125,4,1,0,0.0,0.0,0.5625
pamelor,0.125,8,2,1,0.125,0.125,0.5625
bromfed dm,0.125,4,1,0,0.0,0.0,0.5625
np thyroid,0.125,4,1,0,0.0,0.0,0.5625
mucinex d,0.12121212121212122,33,11,3,0.06060606060606061,0.24242424242424243,0.5606060606060606
diazepam,0.11971830985915492,71,28,11,0.15492957746478872,0.056338028169014086,0.5598591549295775
atripla,0.11904761904761904,21,5,2,0.0,0.14285714285714285,0.5595238095238095
symbicort,0.11764705882352941,17,6,2,0.0,0.23529411764705882,0.5588235294117647
meclizine,0.11724137931034483,29,11,6,0.10344827586206896,0.1724137931034483,0.5586206896551724
aspirin,0.11666666666666665,6,2,0,0.0,0.0,0.5583333333333333
oracea,0.11666666666666665,6,2,0,0.0,0.3333333333333333,0.5583333333333333
adipex-p,0.11473684210526316,95,28,10,0.09473684210526316,0.37894736842105264,0.5573684210526316
pantoprazole,0.1142857142857143,28,8,2,0.07142857142857142,0.14285714285714285,0.5571428571428572
yasmin,0.114,50,16,9,0.04,0.46,0.557
focalin,0.1111111111111111,9,3,1,0.4444444444444444,0.1111111111111111,0.5555555555555556
tavaborole,0.1111111111111111,9,1,0,0.0,0.2222222222222222,0.5555555555555556
requip,0.1111111111111111,18,4,1,0.05555555555555555,0.05555555555555555,0.5555555555555556
spironolactone,0.1108108108108108,74,24,8,0.4189189189189189,0.4864864864864865,0.5554054054054054
dexamethasone,0.1105263157894737,19,6,2,0.05263157894736842,0.10526315789473684,0.5552631578947369
imitrex,0.109375,32,11,6,0.21875,0.25,0.5546875
aftera,0.10909090909090909,11,4,2,0.09090909090909091,0.36363636363636365,0.5545454545454546
onabotulinumtoxina,0.10888888888888888,45,11,0,0.06666666666666667,0.2222222222222222,0.5544444444444444
nicotine,0.10800000000000001,25,9,0,0.12,0.12,0.554
seroquel xr,0.10800000000000001,25,8,4,0.24,0.2,0.554
"insulin inhalation, rapid acting",0.10714285714285714,14,2,0,0.0,0.0,0.5535714285714286
acetaminophen / butalbital / caffeine,0.10652173913043479,46,13,1,0.10869565217391304,0.17391304347826086,0.5532608695652174
doxycycline,0.10631067961165049,206,65,31,0.1941747572815534,0.3300970873786408,0.5531553398058252
cefuroxime,0.10625,16,5,1,0.0625,0.125,0.553125
omalizumab,0.10555555555555556,18,4,0,0.1111111111111111,0.2222222222222222,0.5527777777777778
liletta,0.10526315789473684,57,14,8,0.05263157894736842,0.45614035087719296,0.5526315789473684
etanercept,0.10454545454545454,44,14,5,0.11363636363636363,0.22727272727272727,0.5522727272727272
dexlansoprazole,0.1032258064516129,31,11,6,0.06451612903225806,0.06451612903225806,0.5516129032258065
clarifoam ef,0.09999999999999998,2,1,0,0.0,0.0,0.55
phenobarbital,0.1,5,1,0,0.0,0.0,0.55
benzoyl peroxide / erythromycin,0.1,5,1,0,0.2,0.4,0.55
naratriptan,0.1,5,2,1,0.0,0.2,0.55
natroba,0.09999999999999998,2,1,0,0.0,0.0,0.55
pyridium,0.1,5,1,0,0.0,0.0,0.55
dilaudid-hp,0.09999999999999998,2,1,0,0.0,0.0,0.55
acetaminophen / caffeine / dihydrocodeine,0.09999999999999998,2,1,0,0.0,0.0,0.55
mucinex d maximum strength,0.1,5,2,1,0.0,0.2,0.55
zomig,0.09999999999999999,12,4,1,0.0,0.08333333333333333,0.55
afrin,0.1,11,2,0,0.0,0.18181818181818182,0.55
zoledronic acid,0.1,15,4,2,0.0,0.13333333333333333,0.55
tylenol with codeine #4,0.09999999999999998,2,1,0,0.5,0.5,0.55
aricept,0.1,5,1,0,0.0,0.2,0.55
vascepa,0.1,5,1,0,0.0,0.2,0.55
robaxin-750,0.09999999999999998,2,1,0,0.5,0.0,0.55
lithium,0.09705882352941175,68,23,12,0.058823529411764705,0.16176470588235295,0.5485294117647059
diltiazem,0.09523809523809523,21,7,3,0.19047619047619047,0.19047619047619047,0.5476190476190477
fingolimod,0.09444444444444444,18,6,3,0.0,0.16666666666666666,0.5472222222222223
cholestyramine,0.09375,16,5,2,0.0,0.1875,0.546875
paragard,0.09349593495934959,123,26,13,0.10569105691056911,0.4065040650406504,0.5467479674796748
leflunomide,0.09090909090909091,11,1,0,0.2727272727272727,0.2727272727272727,0.5454545454545454
pentasa,0.09090909090909091,11,3,2,0.36363636363636365,0.2727272727272727,0.5454545454545454
multivitamin,0.09090909090909091,11,2,1,0.18181818181818182,0.09090909090909091,0.5454545454545454
lipitor,0.09090909090909091,11,4,2,0.09090909090909091,0.18181818181818182,0.5454545454545454
imiquimod,0.0896551724137931,58,13,6,0.05172413793103448,0.3620689655172414,0.5448275862068965
tizanidine,0.08888888888888889,36,12,7,0.027777777777777776,0.1388888888888889,0.5444444444444444
invokana,0.08857142857142856,35,8,2,0.17142857142857143,0.11428571428571428,0.5442857142857143
microgestin 1 / 20,0.08823529411764706,17,5,3,0.0,0.35294117647058826,0.5441176470588235
flexeril,0.08709677419354839,31,9,3,0.1935483870967742,0.06451612903225806,0.5435483870967742
naproxen / sumatriptan,0.08695652173913043,23,7,4,0.043478260869565216,0.043478260869565216,0.5434782608695652
phentermine,0.08542600896860987,446,114,48,0.14349775784753363,0.4147982062780269,0.5427130044843049
kyleena,0.08409090909090909,44,11,6,0.022727272727272728,0.4318181818181818,0.5420454545454545
orphenadrine,0.08333333333333333,12,3,2,0.16666666666666666,0.08333333333333333,0.5416666666666666
vancomycin,0.08333333333333333,6,1,0,0.0,0.16666666666666666,0.5416666666666666
jolivette,0.08333333333333333,18,4,2,0.0,0.5,0.5416666666666666
chlorpromazine,0.08333333333333333,6,2,1,0.0,0.16666666666666666,0.5416666666666666
ciclesonide,0.08333333333333333,6,1,0,0.0,0.0,0.5416666666666666
elocon,0.08333333333333333,12,2,1,0.08333333333333333,0.25,0.5416666666666666
mefenamic acid,0.08333333333333333,6,2,1,0.0,0.16666666666666666,0.5416666666666666
diphenhydramine / naproxen,0.08333333333333333,6,2,1,0.0,0.0,0.5416666666666666
ceftin,0.08333333333333333,6,2,1,0.0,0.16666666666666666,0.5416666666666666
asenapine,0.07906976744186046,43,16,9,0.11627906976744186,0.32558139534883723,0.5395348837209303
relistor,0.07777777777777778,9,2,0,0.5555555555555556,0.1111111111111111,0.5388888888888889
welchol,0.07777777777777778,9,2,0,0.0,0.0,0.5388888888888889
mycophenolate mofetil,0.07777777777777778,9,2,0,0.0,0.2222222222222222,0.5388888888888889
atropine / diphenoxylate,0.07777777777777778,9,3,1,0.0,0.3333333333333333,0.5388888888888889
oxycontin,0.07735849056603773,53,14,2,0.41509433962264153,0.1509433962264151,0.5386792452830189
rexulti,0.07692307692307693,13,4,3,0.0,0.3076923076923077,0.5384615384615384
dienogest / estradiol,0.07692307692307693,13,2,1,0.07692307692307693,0.15384615384615385,0.5384615384615384
lurasidone,0.07692307692307693,104,36,20,0.34615384615384615,0.3173076923076923,0.5384615384615384
modafinil,0.07586206896551725,58,19,10,0.13793103448275862,0.1896551724137931,0.5379310344827586
relpax,0.075,16,6,4,0.1875,0.125,0.5375
dexmethylphenidate,0.075,20,6,3,0.25,0.4,0.5375
provigil,0.07391304347826087,23,6,1,0.2608695652173913,0.21739130434782608,0.5369565217391304
diethylpropion,0.07307692307692307,26,8,2,0.3076923076923077,0.2692307692307692,0.5365384615384615
dupilumab,0.07142857142857142,7,2,0,0.42857142857142855,0.2857142857142857,0.5357142857142857
hydroxyprogesterone,0.07142857142857142,14,1,0,0.0,0.42857142857142855,0.5357142857142857
senna,0.07142857142857142,7,3,2,0.0,0.2857142857142857,0.5357142857142857
daytrana,0.07142857142857142,14,3,1,0.2857142857142857,0.21428571428571427,0.5357142857142857
tramadol,0.07087719298245614,285,97,17,0.20701754385964913,0.14736842105263157,0.535438596491228
avinza,0.06999999999999999,10,4,1,0.2,0.1,0.535
pramipexole,0.06875,32,10,5,0.0,0.1875,0.534375
intuniv,0.06875,16,7,4,0.1875,0.125,0.534375
fentanyl,0.06835443037974684,79,24,3,0.27848101265822783,0.20253164556962025,0.5341772151898734
vaniqa,0.06666666666666667,15,1,0,0.0,0.26666666666666666,0.5333333333333333
levsin sl,0.06666666666666665,3,1,0,0.0,0.3333333333333333,0.5333333333333333
albuterol / ipratropium,0.06666666666666665,3,1,0,0.0,0.0,0.5333333333333333
exforge hct,0.06666666666666665,3,1,0,0.0,0.0,0.5333333333333333
zovirax cream,0.06666666666666665,3,1,0,0.0,0.0,0.5333333333333333
silenor,0.06499999999999999,20,7,4,0.0,0.1,0.5325
ezetimibe,0.0625,8,1,0,0.25,0.125,0.53125
ashlyna,0.0625,8,2,1,0.0,0.25,0.53125
phenytoin,0.0625,8,1,0,0.375,0.25,0.53125
ketamine,0.0625,8,2,1,0.0,0.125,0.53125
cimzia,0.0625,8,3,1,0.0,0.0,0.53125
tofacitinib,0.06,10,3,1,0.1,0.2,0.53
tysabri,0.058823529411764705,17,3,2,0.17647058823529413,0.23529411764705882,0.5294117647058824
imuran,0.05833333333333333,12,3,1,0.0,0.08333333333333333,0.5291666666666667
remicade,0.057692307692307696,26,8,5,0.038461538461538464,0.19230769230769232,0.5288461538461539
skyla,0.05761904761904762,210,38,20,0.1,0.42857142857142855,0.5288095238095238
restoril,0.05714285714285714,21,7,4,0.2857142857142857,0.09523809523809523,0.5285714285714286
asacol,0.05555555555555555,9,2,1,0.0,0.2222222222222222,0.5277777777777778
plavix,0.05555555555555555,9,1,0,0.2222222222222222,0.1111111111111111,0.5277777777777778
kariva,0.05555555555555555,18,5,4,0.05555555555555555,0.2222222222222222,0.5277777777777778
cosentyx,0.05555555555555555,9,2,1,0.0,0.0,0.5277777777777778
amoxicillin,0.05172413793103448,29,6,3,0.0,0.13793103448275862,0.5258620689655172
azathioprine,0.05,20,5,4,0.05,0.1,0.525
lysteda,0.05,10,2,1,0.1,0.3,0.525
secobarbital,0.04999999999999999,2,1,0,0.0,0.0,0.525
penciclovir,0.04999999999999999,4,1,0,0.0,0.0,0.525
lactulose,0.049999999999999996,14,2,0,0.14285714285714285,0.07142857142857142,0.525
asacol hd,0.04999999999999999,4,2,1,0.0,0.0,0.525
butorphanol,0.049999999999999996,14,5,3,0.07142857142857142,0.14285714285714285,0.525
pazopanib,0.05,10,3,2,0.0,0.1,0.525
naloxone / pentazocine,0.04999999999999999,2,1,0,0.0,0.0,0.525
rosuvastatin,0.047619047619047616,21,5,2,0.19047619047619047,0.19047619047619047,0.5238095238095238
copper,0.04596273291925466,161,33,24,0.06832298136645963,0.34782608695652173,0.5229813664596273
fastin,0.045454545454545456,11,2,1,0.0,0.2727272727272727,0.5227272727272727
pradaxa,0.045454545454545456,11,2,1,0.0,0.09090909090909091,0.5227272727272727
dimenhydrinate,0.045454545454545456,11,5,4,0.09090909090909091,0.18181818181818182,0.5227272727272727
dulera,0.041666666666666664,12,3,1,0.08333333333333333,0.08333333333333333,0.5208333333333334
metformin,0.04029850746268657,67,17,11,0.08955223880597014,0.208955223880597,0.5201492537313432
gabapentin enacarbil,0.039999999999999994,5,1,0,0.0,0.0,0.52
omnicef,0.039999999999999994,10,4,2,0.0,0.1,0.52
elidel,0.039999999999999994,5,1,0,0.2,0.2,0.52
methylphenidate,0.0396694214876033,121,34,12,0.4132231404958678,0.2892561983471074,0.5198347107438016
lisdexamfetamine,0.03925925925925926,135,40,17,0.3851851851851852,0.37037037037037035,0.5196296296296297
lamisil,0.03888888888888889,18,4,2,0.05555555555555555,0.1111111111111111,0.5194444444444445
golimumab,0.03846153846153845,13,4,0,0.15384615384615385,0.23076923076923078,0.5192307692307693
norvasc,0.038461538461538464,13,2,1,0.46153846153846156,0.15384615384615385,0.5192307692307693
polyethylene glycol 3350 with electrolytes,0.03802816901408451,71,14,5,0.014084507042253521,0.23943661971830985,0.5190140845070422
ustekinumab,0.0375,24,6,2,0.2916666666666667,0.2916666666666667,0.51875
valacyclovir,0.035416666666666666,48,13,5,0.08333333333333333,0.20833333333333334,0.5177083333333333
wellbutrin,0.034482758620689655,87,28,18,0.10344827586206896,0.3103448275862069,0.5172413793103449
diphenhydramine,0.03333333333333333,36,9,5,0.1388888888888889,0.08333333333333333,0.5166666666666667
glipizide,0.033333333333333326,6,1,0,0.0,0.0,0.5166666666666666
sutent,0.033333333333333326,3,1,0,0.6666666666666666,0.6666666666666666,0.5166666666666666
prednisone,0.03265306122448979,98,30,17,0.21428571428571427,0.21428571428571427,0.5163265306122449
dulcolax,0.03225806451612903,93,25,21,0.03225806451612903,0.3548387096774194,0.5161290322580645
focalin xr,0.028571428571428564,7,1,0,0.2857142857142857,0.2857142857142857,0.5142857142857142
dexilant,0.028571428571428574,28,9,5,0.17857142857142858,0.14285714285714285,0.5142857142857142
clindamycin,0.027884615384615383,104,23,9,0.028846153846153848,0.2403846153846154,0.5139423076923076
maxalt-mlt,0.027777777777777776,18,6,4,0.05555555555555555,0.16666666666666666,0.5138888888888888
disulfiram,0.02727272727272728,11,3,1,0.09090909090909091,0.2727272727272727,0.5136363636363637
concerta,0.024999999999999998,60,15,6,0.4166666666666667,0.35,0.5125
methylin,0.024999999999999994,4,1,0,0.25,0.25,0.5125
avanafil,0.024999999999999994,8,2,0,0.25,0.0,0.5125
mirvaso,0.025,20,4,1,0.1,0.25,0.5125
xanax xr,0.024999999999999994,8,3,1,0.125,0.125,0.5125
nivolumab,0.024999999999999994,8,2,1,0.0,0.25,0.5125
brimonidine,0.024000000000000004,25,4,2,0.0,0.16,0.512
sumatriptan,0.02361111111111111,72,21,12,0.08333333333333333,0.19444444444444445,0.5118055555555555
bystolic,0.02258064516129032,31,8,5,0.2903225806451613,0.41935483870967744,0.5112903225806451
interferon beta-1a,0.022222222222222216,9,3,2,0.1111111111111111,0.2222222222222222,0.5111111111111111
alprostadil,0.022222222222222216,18,4,0,0.16666666666666666,0.2222222222222222,0.5111111111111111
acetazolamide,0.019999999999999997,20,6,3,0.05,0.2,0.51
primidone,0.019999999999999997,10,4,2,0.4,0.2,0.51
opium,0.019999999999999997,5,1,0,0.4,0.4,0.51
copaxone,0.02,25,5,4,0.12,0.16,0.51
sodium oxybate,0.019999999999999987,15,5,2,0.2,0.13333333333333333,0.51
diflucan,0.018181818181818177,11,3,0,0.0,0.18181818181818182,0.509090909090909
plan b,0.018012422360248442,161,44,34,0.037267080745341616,0.2795031055900621,0.5090062111801242
levomilnacipran,0.017857142857142853,28,8,4,0.17857142857142858,0.35714285714285715,0.5089285714285714
farxiga,0.016666666666666663,12,1,0,0.0,0.25,0.5083333333333333
makena,0.016666666666666663,12,2,1,0.0,0.5,0.5083333333333333
dilaudid,0.016666666666666663,48,12,4,0.020833333333333332,0.10416666666666667,0.5083333333333333
risperidone,0.016417910447761194,67,21,12,0.04477611940298507,0.16417910447761194,0.5082089552238805
viorele,0.0142857142857143,7,3,2,0.0,0.2857142857142857,0.5071428571428571
methocarbamol,0.013157894736842111,38,11,5,0.05263157894736842,0.23684210526315788,0.506578947368421
oxybutynin,0.012244897959183668,49,11,4,0.10204081632653061,0.1836734693877551,0.5061224489795918
tamsulosin,0.010638297872340425,47,10,7,0.06382978723404255,0.06382978723404255,0.5053191489361702
olmesartan,0.009523809523809521,21,3,1,0.2857142857142857,0.2857142857142857,0.5047619047619047
premarin,0.009090909090909089,11,2,0,0.18181818181818182,0.18181818181818182,0.5045454545454545
diclofenac / misoprostol,0.008333333333333331,12,3,1,0.25,0.0,0.5041666666666667
propofol,0.007462686567164179,67,11,10,0.08955223880597014,0.208955223880597,0.503731343283582
hydrochlorothiazide,0.007407407407407406,27,7,4,0.14814814814814814,0.14814814814814814,0.5037037037037037
polyethylene glycol 3350,0.006249999999999999,32,9,4,0.0625,0.0625,0.503125
spiriva,0.005882352941176463,17,3,0,0.0,0.11764705882352941,0.5029411764705882
reglan,0.00588235294117647,34,10,9,0.08823529411764706,0.20588235294117646,0.5029411764705882
amitiza,0.002941176470588238,34,11,9,0.17647058823529413,0.20588235294117646,0.5014705882352941
apri,0.0017543859649122823,57,15,14,0.017543859649122806,0.45614035087719296,0.5008771929824561
gatifloxacin,0.0,1,0,0,0.0,0.0,0.5
tinzaparin,0.0,1,0,0,0.0,0.0,0.5
tobradex,0.0,2,0,0,0.0,0.0,0.5
tobramycin,0.0,2,0,0,0.0,0.0,0.5
tolnaftate,0.0,1,0,0,0.0,0.0,0.5
topicort,0.0,1,0,0,0.0,0.0,0.5
deltasone,0.0,1,0,0,1.0,0.0,0.5
demadex,0.0,1,0,0,0.0,1.0,0.5
deoxycholic acid,0.0,2,0,0,0.0,0.5,0.5
ertaczo,0.0,1,0,0,0.0,0.0,0.5
vanoxide-hc,0.0,1,0,0,0.0,0.0,0.5
vantin,0.0,1,0,0,0.0,0.0,0.5
aerobid,0.0,1,0,0,0.0,0.0,0.5
afrin 4 hour extra moisturizing,0.0,1,0,0,0.0,0.0,0.5
thorazine,0.0,4,0,0,0.0,0.5,0.5
tiagabine,0.0,1,0,0,0.0,0.0,0.5
ticagrelor,0.0,4,0,0,0.0,0.25,0.5
timolol,0.0,2,0,0,0.0,0.0,0.5
gelnique,0.0,1,0,0,0.0,0.0,0.5
gentamicin,0.0,1,0,0,0.0,0.0,0.5
gentian violet,0.0,1,0,0,0.0,0.0,0.5
fortesta,0.0,6,1,0,0.3333333333333333,0.5,0.5
fosinopril,0.0,1,0,0,0.0,0.0,0.5
gabarone,0.0,1,0,0,0.0,0.0,0.5
albiglutide,0.0,1,0,0,0.0,0.0,0.5
aldesleukin,0.0,1,0,0,0.0,0.0,0.5
colyte,0.0,1,0,0,0.0,0.0,0.5
ginseng,0.0,1,0,0,0.0,1.0,0.5
glimepiride,0.0,4,0,0,0.0,0.0,0.5
glimepiride / rosiglitazone,0.0,1,0,0,0.0,0.0,0.5
tenormin,0.0,6,1,1,0.3333333333333333,0.16666666666666666,0.5
terazosin,0.0,4,1,1,0.0,0.0,0.5
terbutaline,0.0,2,0,0,0.0,0.0,0.5
tessalon,0.0,3,0,0,0.0,0.3333333333333333,0.5
testopel,0.0,3,1,1,0.3333333333333333,0.0,0.5
tetrahydrozoline / zinc sulfate,0.0,2,0,0,0.0,0.5,0.5
tev-tropin,0.0,1,0,0,0.0,0.0,0.5
eplerenone,0.0,2,1,1,0.0,0.0,0.5
eptifibatide,0.0,1,0,0,0.0,0.0,0.5
equetro,0.0,2,0,0,0.0,0.0,0.5
vibramycin,0.0,2,0,0,0.0,0.0,0.5
vicks sinex 12-hour decongestant nasal spray,0.0,1,0,0,0.0,0.0,0.5
vicks sinex nasal spray (old formulation),0.0,2,0,0,0.0,0.0,0.5
vigamox,0.0,2,0,0,0.0,0.0,0.5
glucophage xr,0.0,1,0,0,0.0,0.0,0.5
glucose,0.0,1,0,0,0.0,0.0,0.5
glucotrol,0.0,1,0,0,0.0,0.0,0.5
gold sodium thiomalate,0.0,1,0,0,0.0,0.0,0.5
gonal-f,0.0,1,0,0,0.0,0.0,0.5
granulex,0.0,1,0,0,0.0,0.0,0.5
griseofulvin,0.0,1,0,0,0.0,0.0,0.5
guaifenesin / hydrocodone,0.0,1,0,0,0.0,0.0,0.5
