drug_name,trust_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion
dexlansoprazole,0.5516129032258065,31,11,6,0.06451612903225806,0.06451612903225806
asenapine,0.5511627906976744,43,16,8,0.11627906976744186,0.32558139534883723
chlorzoxazone,0.55,10,3,2,0.0,0.0
vascepa,0.55,5,1,0,0.0,0.2
dilaudid-hp,0.55,2,1,0,0.0,0.0
natroba,0.55,2,1,0,0.0,0.0
acetaminophen / caffeine / dihydrocodeine,0.55,2,1,0,0.0,0.0
phenobarbital,0.55,5,1,0,0.0,0.0
robaxin-750,0.55,2,1,0,0.5,0.0
tylenol with codeine #4,0.55,2,1,0,0.5,0.5
aricept,0.55,5,1,0,0.0,0.2
zoledronic acid,0.55,15,4,2,0.0,0.13333333333333333
pyridium,0.55,5,1,0,0.0,0.0
spironolactone,0.55,74,24,8,0.4189189189189189,0.4864864864864865
clarifoam ef,0.55,2,1,0,0.0,0.0
benzoyl peroxide / erythromycin,0.55,5,1,0,0.2,0.4
mucinex d maximum strength,0.55,5,2,1,0.0,0.2
naratriptan,0.55,5,2,1,0.0,0.2
afrin,0.55,11,2,0,0.0,0.18181818181818182
zomig,0.55,12,4,1,0.0,0.08333333333333333
diltiazem,0.5476190476190477,21,7,3,0.19047619047619047,0.19047619047619047
fingolimod,0.5472222222222223,18,6,3,0.0,0.16666666666666666
cholestyramine,0.546875,16,5,2,0.0,0.1875
paragard,0.5467479674796748,123,26,13,0.10569105691056911,0.4065040650406504
pentasa,0.5454545454545454,11,3,2,0.36363636363636365,0.2727272727272727
lipitor,0.5454545454545454,11,4,2,0.09090909090909091,0.18181818181818182
leflunomide,0.5454545454545454,11,1,0,0.2727272727272727,0.2727272727272727
multivitamin,0.5454545454545454,11,2,1,0.18181818181818182,0.09090909090909091
imiquimod,0.5448275862068965,58,13,6,0.05172413793103448,0.3620689655172414
tizanidine,0.5444444444444444,36,12,7,0.027777777777777776,0.1388888888888889
invokana,0.5442857142857143,35,8,2,0.17142857142857143,0.11428571428571428
microgestin 1 / 20,0.5441176470588235,17,5,3,0.0,0.35294117647058826
naproxen / sumatriptan,0.5434782608695652,23,7,4,0.043478260869565216,0.043478260869565216
phentermine,0.5427130044843049,446,114,48,0.14349775784753363,0.4147982062780269
kyleena,0.5420454545454545,44,11,6,0.022727272727272728,0.4318181818181818
ceftin,0.5416666666666666,6,2,1,0.0,0.16666666666666666
mefenamic acid,0.5416666666666666,6,2,1,0.0,0.16666666666666666
orphenadrine,0.5416666666666666,12,3,2,0.16666666666666666,0.08333333333333333
elocon,0.5416666666666666,12,2,1,0.08333333333333333,0.25
vancomycin,0.5416666666666666,6,1,0,0.0,0.16666666666666666
chlorpromazine,0.5416666666666666,6,2,1,0.0,0.16666666666666666
ciclesonide,0.5416666666666666,6,1,0,0.0,0.0
jolivette,0.5416666666666666,18,4,2,0.0,0.5
diphenhydramine / naproxen,0.5416666666666666,6,2,1,0.0,0.0
lithium,0.5411764705882353,68,23,13,0.058823529411764705,0.1323529411764706
welchol,0.5388888888888889,9,2,0,0.0,0.0
relistor,0.5388888888888889,9,2,0,0.5555555555555556,0.1111111111111111
mycophenolate mofetil,0.5388888888888889,9,2,0,0.0,0.2222222222222222
atropine / diphenoxylate,0.5388888888888889,9,3,1,0.0,0.3333333333333333
oxycontin,0.5386792452830189,53,14,2,0.41509433962264153,0.1509433962264151
lurasidone,0.5384615384615384,104,36,20,0.34615384615384615,0.3173076923076923
dienogest / estradiol,0.5384615384615384,13,2,1,0.07692307692307693,0.15384615384615385
rexulti,0.5384615384615384,13,4,3,0.0,0.3076923076923077
modafinil,0.5379310344827586,58,19,10,0.13793103448275862,0.1896551724137931
relpax,0.5375,16,6,4,0.1875,0.125
dexmethylphenidate,0.5375,20,6,3,0.25,0.4
provigil,0.5369565217391304,23,6,1,0.2608695652173913,0.21739130434782608
diethylpropion,0.5365384615384615,26,8,2,0.3076923076923077,0.2692307692307692
daytrana,0.5357142857142857,14,3,1,0.2857142857142857,0.21428571428571427
senna,0.5357142857142857,7,3,2,0.0,0.2857142857142857
dupilumab,0.5357142857142857,7,2,0,0.42857142857142855,0.2857142857142857
hydroxyprogesterone,0.5357142857142857,14,1,0,0.0,0.42857142857142855
avinza,0.535,10,4,1,0.2,0.1
pramipexole,0.534375,32,10,5,0.0,0.1875
intuniv,0.534375,16,7,4,0.1875,0.125
fentanyl,0.5341772151898734,79,24,3,0.27848101265822783,0.20253164556962025
tramadol,0.5340350877192982,285,97,17,0.20701754385964913,0.14736842105263157
vaniqa,0.5333333333333333,15,1,0,0.0,0.26666666666666666
albuterol / ipratropium,0.5333333333333333,3,1,0,0.0,0.0
levsin sl,0.5333333333333333,3,1,0,0.0,0.3333333333333333
exforge hct,0.5333333333333333,3,1,0,0.0,0.0
zovirax cream,0.5333333333333333,3,1,0,0.0,0.0
methocarbamol,0.5328947368421053,38,12,4,0.05263157894736842,0.23684210526315788
silenor,0.5325,20,7,4,0.0,0.1
cimzia,0.53125,8,3,1,0.0,0.0
ashlyna,0.53125,8,2,1,0.0,0.25
ezetimibe,0.53125,8,1,0,0.25,0.125
ketamine,0.53125,8,2,1,0.0,0.125
phenytoin,0.53125,8,1,0,0.375,0.25
tofacitinib,0.53,10,3,1,0.1,0.2
tysabri,0.5294117647058824,17,3,2,0.17647058823529413,0.23529411764705882
imuran,0.5291666666666667,12,3,1,0.0,0.08333333333333333
remicade,0.5288461538461539,26,8,5,0.038461538461538464,0.19230769230769232
skyla,0.5288095238095238,210,38,20,0.1,0.42857142857142855
restoril,0.5285714285714286,21,7,4,0.2857142857142857,0.09523809523809523
cosentyx,0.5277777777777778,9,2,1,0.0,0.0
plavix,0.5277777777777778,9,1,0,0.2222222222222222,0.1111111111111111
kariva,0.5277777777777778,18,5,4,0.05555555555555555,0.2222222222222222
asacol,0.5277777777777778,9,2,1,0.0,0.2222222222222222
amoxicillin,0.5258620689655172,29,6,3,0.0,0.13793103448275862
naloxone / pentazocine,0.525,2,1,0,0.0,0.0
azathioprine,0.525,20,5,4,0.05,0.1
asacol hd,0.525,4,2,1,0.0,0.0
butorphanol,0.525,14,5,3,0.07142857142857142,0.14285714285714285
pazopanib,0.525,10,3,2,0.0,0.1
lactulose,0.525,14,2,0,0.14285714285714285,0.07142857142857142
penciclovir,0.525,4,1,0,0.0,0.0
lysteda,0.525,10,2,1,0.1,0.3
secobarbital,0.525,2,1,0,0.0,0.0
rosuvastatin,0.5238095238095238,21,5,2,0.19047619047619047,0.19047619047619047
copper,0.5229813664596273,161,33,24,0.06832298136645963,0.34782608695652173
dimenhydrinate,0.5227272727272727,11,5,4,0.09090909090909091,0.18181818181818182
pradaxa,0.5227272727272727,11,2,1,0.0,0.09090909090909091
fastin,0.5227272727272727,11,2,1,0.0,0.2727272727272727
dulcolax,0.521505376344086,93,25,20,0.03225806451612903,0.3548387096774194
dulera,0.5208333333333334,12,3,1,0.08333333333333333,0.08333333333333333
omnicef,0.52,10,4,2,0.0,0.1
elidel,0.52,5,1,0,0.2,0.2
gabapentin enacarbil,0.52,5,1,0,0.0,0.0
methylphenidate,0.5198347107438016,121,34,12,0.4132231404958678,0.2892561983471074
lisdexamfetamine,0.5196296296296297,135,40,17,0.3851851851851852,0.37037037037037035
lamisil,0.5194444444444445,18,4,2,0.05555555555555555,0.1111111111111111
norvasc,0.5192307692307693,13,2,1,0.46153846153846156,0.15384615384615385
golimumab,0.5192307692307693,13,4,0,0.15384615384615385,0.23076923076923078
polyethylene glycol 3350 with electrolytes,0.5190140845070422,71,14,5,0.014084507042253521,0.23943661971830985
ustekinumab,0.51875,24,6,2,0.2916666666666667,0.2916666666666667
valacyclovir,0.5177083333333333,48,13,5,0.08333333333333333,0.20833333333333334
wellbutrin,0.5172413793103449,87,28,18,0.10344827586206896,0.3103448275862069
diphenhydramine,0.5166666666666667,36,9,5,0.1388888888888889,0.08333333333333333
glipizide,0.5166666666666666,6,1,0,0.0,0.0
sutent,0.5166666666666666,3,1,0,0.6666666666666666,0.6666666666666666
prednisone,0.5163265306122449,98,30,17,0.21428571428571427,0.21428571428571427
oxybutynin,0.5163265306122449,49,12,4,0.10204081632653061,0.1836734693877551
dexilant,0.5142857142857142,28,9,5,0.17857142857142858,0.14285714285714285
focalin xr,0.5142857142857142,7,1,0,0.2857142857142857,0.2857142857142857
clindamycin,0.5139423076923076,104,23,9,0.028846153846153848,0.2403846153846154
maxalt-mlt,0.5138888888888888,18,6,4,0.05555555555555555,0.16666666666666666
disulfiram,0.5136363636363637,11,3,1,0.09090909090909091,0.2727272727272727
mirvaso,0.5125,20,4,1,0.1,0.25
concerta,0.5125,60,15,6,0.4166666666666667,0.35
nivolumab,0.5125,8,2,1,0.0,0.25
avanafil,0.5125,8,2,0,0.25,0.0
xanax xr,0.5125,8,3,1,0.125,0.125
methylin,0.5125,4,1,0,0.25,0.25
metformin,0.5125,68,16,11,0.08823529411764706,0.17647058823529413
sumatriptan,0.5118055555555555,72,21,12,0.08333333333333333,0.19444444444444445
bystolic,0.5112903225806451,31,8,5,0.2903225806451613,0.41935483870967744
interferon beta-1a,0.5111111111111111,9,3,2,0.1111111111111111,0.2222222222222222
alprostadil,0.5111111111111111,18,4,0,0.16666666666666666,0.2222222222222222
sodium oxybate,0.51,15,5,2,0.2,0.13333333333333333
acetazolamide,0.51,20,6,3,0.05,0.2
opium,0.51,5,1,0,0.4,0.4
primidone,0.51,10,4,2,0.4,0.2
copaxone,0.51,25,5,4,0.12,0.16
diflucan,0.509090909090909,11,3,0,0.0,0.18181818181818182
plan b,0.5090062111801242,161,44,34,0.037267080745341616,0.2795031055900621
levomilnacipran,0.5089285714285714,28,8,4,0.17857142857142858,0.35714285714285715
dilaudid,0.5083333333333333,48,12,4,0.020833333333333332,0.10416666666666667
farxiga,0.5083333333333333,12,1,0,0.0,0.25
makena,0.5083333333333333,12,2,1,0.0,0.5
risperidone,0.5082089552238805,67,21,12,0.04477611940298507,0.16417910447761194
viorele,0.5071428571428571,7,3,2,0.0,0.2857142857142857
olmesartan,0.5047619047619047,21,3,1,0.2857142857142857,0.2857142857142857
premarin,0.5045454545454545,11,2,0,0.18181818181818182,0.18181818181818182
diclofenac / misoprostol,0.5041666666666667,12,3,1,0.25,0.0
propofol,0.503731343283582,67,11,10,0.08955223880597014,0.208955223880597
hydrochlorothiazide,0.5037037037037037,27,7,4,0.14814814814814814,0.14814814814814814
polyethylene glycol 3350,0.503125,32,9,4,0.0625,0.0625
reglan,0.5029411764705882,34,10,9,0.08823529411764706,0.20588235294117646
spiriva,0.5029411764705882,17,3,0,0.0,0.11764705882352941
amitiza,0.5014705882352941,34,11,9,0.17647058823529413,0.20588235294117646
apri,0.5008771929824561,57,15,14,0.017543859649122806,0.45614035087719296
carboplatin,0.5,1,0,0,0.0,0.0
megace es,0.5,1,0,0,0.0,0.0
nilotinib,0.5,4,2,2,0.0,0.0
conzip,0.5,1,0,0,0.0,0.0
opcicon one-step,0.5,1,0,0,0.0,1.0
onglyza,0.5,2,0,0,0.0,0.0
omnaris,0.5,2,0,0,0.0,0.0
chlorambucil,0.5,1,0,0,0.0,0.0
onexton,0.5,2,0,0,0.0,0.5
cogentin,0.5,3,0,0,0.0,0.0
colace,0.5,1,0,0,0.0,0.0
cefepime,0.5,1,0,0,0.0,0.0
coq10,0.5,1,0,0,0.0,0.0
riboflavin,0.5,1,0,0,0.0,0.0
renvela,0.5,1,0,0,0.0,1.0
capzasin-p,0.5,1,0,0,0.0,0.0
cetuximab,0.5,1,0,0,0.0,0.0
revlimid,0.5,1,0,0,1.0,0.0
capzasin,0.5,1,0,0,0.0,0.0
melatonin,0.5,17,5,5,0.17647058823529413,0.0
pemetrexed,0.5,1,0,0,0.0,0.0
cardura xl,0.5,1,0,0,0.0,0.0
cervidil,0.5,1,0,0,0.0,0.0
menotropins,0.5,1,0,0,0.0,0.0
mepolizumab,0.5,2,1,1,0.0,0.5
INFLIXIMAB,0.5,2,0,0,0.0,1.0
carmol 20,0.5,1,0,0,0.0,0.0
olodaterol,0.5,1,0,0,0.0,0.0
INTERFERON BETA-1A,0.5,2,0,0,0.0,1.0
cellcept,0.5,7,1,0,0.0,0.0
meningococcal conjugate vaccine,0.5,1,0,0,0.0,0.0
necon 1 / 35,0.5,9,2,2,0.0,0.4444444444444444
necon 1 / 50,0.5,1,0,0,0.0,0.0
metrocream,0.5,3,0,0,0.0,0.0
nystatin,0.5,3,0,0,0.0,0.0
nyamyc,0.5,1,0,0,0.0,0.0
methylprednisolone,0.5,48,11,5,0.0625,0.0625
naphazoline,0.5,3,0,0,0.0,0.3333333333333333
naphazoline / pheniramine,0.5,3,1,1,0.0,0.3333333333333333
exubera,0.5,1,0,0,0.0,0.0
nuox,0.5,1,0,0,1.0,0.0
metrogel-vaginal,0.5,3,0,0,0.0,0.3333333333333333
metrogel,0.5,4,0,0,0.0,0.0
balsam peru / castor oil / trypsin,0.5,1,0,0,0.0,0.0
eyebright,0.5,1,0,0,0.0,0.0
benicar hct,0.5,4,0,0,0.25,0.0
regorafenib,0.5,1,0,0,0.0,0.0
colyte,0.5,1,0,0,0.0,0.0
ribavirin,0.5,1,0,0,0.0,1.0
everolimus,0.5,3,1,1,0.0,0.0
excedrin tension headache,0.5,2,0,0,0.0,0.0
ocular lubricant,0.5,11,1,1,0.0,0.2727272727272727
benzefoam ultra,0.5,1,0,0,0.0,0.0
excedrin quick tab,0.5,1,0,0,0.0,0.0
belladonna / opium,0.5,1,0,0,0.0,0.0
ex-lax regular strength pills,0.5,1,0,0,0.0,1.0
benzoic acid / salicylic acid,0.5,1,0,0,0.0,0.0
nortrel 1 / 35,0.5,3,1,1,0.0,0.0
nonoxynol 9,0.5,2,0,0,0.5,0.0
famotidine / ibuprofen,0.5,4,0,0,0.0,0.0
rebif rebidose,0.5,1,0,0,0.0,0.0
reclipsen,0.5,22,4,4,0.0,0.4090909090909091
nizoral,0.5,1,0,0,0.0,0.0
children's claritin allergy,0.5,1,0,0,0.0,0.0
BELIMUMAB,0.5,1,0,0,0.0,1.0
ISOTRETINOIN,0.5,1,0,0,0.0,1.0
cortizone-10,0.5,1,0,0,0.0,0.0
zymar,0.5,2,0,0,0.0,0.5
penicillin vk,0.5,3,1,1,0.0,0.0
ALPRAZOLAM,0.5,1,0,0,0.0,1.0
peridex,0.5,1,0,0,0.0,0.0
ribasphere,0.5,1,0,0,0.0,0.0
cosopt pf,0.5,1,0,0,0.0,1.0
coumadin,0.5,1,0,0,0.0,0.0
maxaron forte,0.5,2,0,0,0.0,0.0
mebaral,0.5,1,0,0,0.0,1.0
periogard,0.5,1,0,0,0.0,0.0
ortho-novum 1 / 35,0.5,4,2,2,0.0,0.5
coagulation factor ix,0.5,1,0,0,0.0,0.0
cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,0.5,12,2,2,0.08333333333333333,0.25
cosopt,0.5,1,0,0,0.0,0.0
avonex pen,0.5,1,0,0,0.0,0.0
axid,0.5,1,0,0,0.0,0.0
axid ar,0.5,1,0,0,0.0,0.0
azacitidine,0.5,4,0,0,0.0,0.0
lotronex,0.5,4,0,0,0.0,0.0
lovastatin / niacin,0.5,1,0,0,0.0,0.0
lovaza,0.5,1,0,0,0.0,0.0
cyclophosphamide,0.5,1,0,0,0.0,0.0
phenol,0.5,1,0,0,0.0,0.0
low-ogestrel-21,0.5,1,0,0,0.0,0.0
loxapine,0.5,1,0,0,0.0,0.0
lumigan,0.5,1,0,0,0.0,0.0
loprox,0.5,1,0,0,0.0,0.0
lorazepam intensol,0.5,2,1,1,0.0,0.0
cutivate,0.5,1,0,0,0.0,0.0
cyclafem 7 / 7 / 7,0.5,1,0,0,0.0,0.0
penicillin g benzathine,0.5,1,0,0,0.0,0.0
avastin,0.5,2,0,0,0.0,0.5
risperdal consta,0.5,1,0,0,0.0,0.0
phisohex,0.5,1,0,0,0.0,0.0
oxistat,0.5,1,0,0,0.0,0.0
ritalin-sr,0.5,1,0,0,0.0,1.0
peg-3350 with electolytes,0.5,1,0,0,0.0,0.0
rituxan,0.5,2,0,0,0.0,0.0
phendiet,0.5,1,0,0,0.0,1.0
peginterferon alfa-2a,0.5,4,1,1,0.0,0.25
paclitaxel,0.5,2,0,0,0.0,0.0
carac,0.5,2,0,0,0.5,0.0
ceftibuten,0.5,1,0,0,0.0,0.0
rho (d) immune globulin,0.5,1,0,0,0.0,0.0
nikki,0.5,1,0,0,0.0,0.0
rhofade,0.5,2,0,0,0.0,0.0
methscopolamine,0.5,2,0,0,0.0,0.0
rhinocort aqua,0.5,1,0,0,0.0,0.0
malarone,0.5,3,0,0,0.0,0.0
ortho-cept,0.5,3,1,1,0.0,0.3333333333333333
marezine,0.5,3,1,1,0.0,0.3333333333333333
pexeva,0.5,1,0,0,0.0,0.0
marlissa,0.5,1,0,0,0.0,0.0
perphenazine,0.5,3,1,1,0.3333333333333333,0.3333333333333333
oxaprozin,0.5,1,0,0,1.0,0.0
pioglitazone,0.5,7,1,0,0.14285714285714285,0.14285714285714285
rocaltrol,0.5,1,0,0,0.0,1.0
magnesium salicylate,0.5,1,0,0,1.0,0.0
lupron depot-ped,0.5,2,0,0,1.0,0.5
osphena,0.5,3,1,1,0.3333333333333333,0.3333333333333333
luxiq,0.5,1,0,0,0.0,0.0
ospemifene,0.5,2,0,0,0.0,0.0
osmoprep,0.5,1,0,0,0.0,1.0
pilocarpine,0.5,1,0,0,0.0,0.0
robitussin cough + chest congestion dm,0.5,1,0,0,0.0,0.0
macrodantin,0.5,6,1,1,0.0,0.0
panlor dc,0.5,1,0,0,0.0,0.0
brodalumab,0.5,1,0,0,0.0,0.0
panlor ss,0.5,2,0,0,0.0,0.0
prempro,0.5,2,0,0,0.0,0.0
premarin vaginal,0.5,3,0,0,0.6666666666666666,0.6666666666666666
pramlintide,0.5,1,0,0,0.0,0.0
plegridy,0.5,1,0,0,0.0,0.0
prevpac,0.5,10,3,3,0.0,0.6
prevnar 13,0.5,3,0,0,0.0,0.0
previfem,0.5,3,1,1,0.3333333333333333,0.0
parafon forte dsc,0.5,1,0,0,0.0,0.0
prevident 5000 plus,0.5,1,0,0,0.0,0.0
pneumococcal 23-polyvalent vaccine,0.5,2,0,0,0.0,0.0
buproban,0.5,2,0,0,0.0,0.0
podofilox,0.5,2,0,0,0.0,0.0
mestranol / norethindrone,0.5,2,0,0,0.0,0.0
mucomyst-10,0.5,1,0,0,0.0,0.0
ZIPRASIDONE,0.5,2,0,0,0.0,1.0
motofen,0.5,1,0,0,0.0,0.0
motrin infant drops,0.5,1,0,0,0.0,0.0
moxatag,0.5,1,0,0,0.0,0.0
VENLAFAXINE HYDROCHLORIDE,0.5,1,0,0,0.0,1.0
Unknown,0.5,17,0,0,0.0,0.9411764705882353
prevalite,0.5,1,0,0,0.0,0.0
TRAMADOL HYDROCHLORIDE,0.5,1,0,0,0.0,1.0
mircette,0.5,5,2,2,0.0,0.2
polycarbophil,0.5,1,0,0,0.0,0.0
ornex,0.5,1,0,0,0.0,0.0
orajel,0.5,1,0,0,0.0,0.0
opsumit,0.5,1,0,0,0.0,0.0
poly iron,0.5,1,0,0,0.0,0.0
premsyn pms,0.5,1,0,0,0.0,0.0
monodox,0.5,5,2,2,0.2,0.2
prasugrel,0.5,2,0,0,0.0,0.0
ciprodex,0.5,3,0,0,0.0,0.6666666666666666
calcitriol,0.5,3,0,0,0.0,0.0
prandin,0.5,1,0,0,0.0,0.0
calcitonin,0.5,1,0,0,0.0,0.0
choline salicylate / magnesium salicylate,0.5,1,0,0,0.0,0.0
chorionic gonadotropin (hcg),0.5,4,0,0,0.0,0.0
brompheniramine / dextromethorphan / pseudoephedrine,0.5,1,0,0,0.0,0.0
pramoxine / zinc oxide,0.5,1,0,0,0.0,0.0
caffeine,0.5,3,1,1,0.0,0.6666666666666666
cimetidine,0.5,1,0,0,0.0,0.0
mycolog ii,0.5,1,0,0,0.0,0.0
chlorpheniramine / dextromethorphan,0.5,1,0,0,0.0,0.0
chlorpheniramine / hydrocodone / phenylephrine,0.5,1,0,0,0.0,0.0
chlorpheniramine / phenylephrine,0.5,4,0,0,0.0,0.25
parlodel,0.5,2,0,0,0.0,0.0
chromium picolinate,0.5,2,0,0,0.0,0.0
brovana,0.5,2,0,0,0.0,0.0
bupivacaine,0.5,2,0,0,0.0,1.0
bosutinib,0.5,1,0,0,0.0,0.0
brilinta,0.5,4,1,1,0.25,0.0
novolog mix 70 / 30,0.5,1,0,0,0.0,0.0
briviact,0.5,1,0,0,0.0,0.0
nabumetone,0.5,3,0,0,0.3333333333333333,0.0
prednisolone,0.5,8,2,2,0.25,0.125
potassium chloride,0.5,1,0,0,0.0,0.0
calmoseptine,0.5,1,0,0,0.0,0.0
polymyxin b / trimethoprim,0.5,3,1,1,0.0,0.0
nafcillin,0.5,1,0,0,0.0,0.0
naftin,0.5,1,0,0,0.0,0.0
nalbuphine,0.5,4,0,0,0.0,0.25
parathyroid hormone,0.5,1,0,0,0.0,0.0
calcium acetate,0.5,1,0,0,0.0,0.0
potassium citrate,0.5,2,0,0,0.0,0.0
questran light,0.5,2,0,0,0.0,0.0
proventil hfa,0.5,1,0,0,0.0,0.0
ertaczo,0.5,1,0,0,0.0,0.0
pulmicort respules,0.5,1,0,0,0.0,0.0
propafenone,0.5,7,0,0,0.0,0.14285714285714285
propulsid,0.5,1,0,0,0.0,0.0
prostigmin bromide,0.5,1,0,0,0.0,0.0
probenecid,0.5,1,0,0,0.0,0.0
equetro,0.5,2,0,0,0.0,0.0
provenge,0.5,1,0,0,0.0,0.0
miglitol,0.5,1,0,0,0.0,0.0
milk thistle,0.5,1,0,0,0.0,0.0
minivelle,0.5,2,0,0,0.0,0.0
clocortolone,0.5,2,0,0,0.0,0.0
cloderm,0.5,2,0,0,0.0,0.0
clear eyes contact lens multi-action relief,0.5,1,0,0,0.0,0.0
protonix iv,0.5,1,0,0,0.0,0.0
novolin 70 / 30,0.5,1,0,0,0.0,0.0
methylergonovine,0.5,1,0,0,0.0,0.0
metadate er,0.5,1,0,0,0.0,0.0
natazia,0.5,4,1,1,0.0,0.5
metformin / saxagliptin,0.5,2,0,0,0.0,0.0
quinapril,0.5,2,1,1,0.0,0.0
r-tanna,0.5,1,0,0,0.0,0.0
q-dryl,0.5,1,0,0,0.0,0.0
nexafed nasal decongestant,0.5,2,1,1,0.0,1.0
neulasta,0.5,3,0,0,0.0,0.0
racepinephrine,0.5,1,0,0,0.0,0.0
radium 223 dichloride,0.5,1,0,0,0.0,0.0
rajani,0.5,2,0,0,0.0,1.0
pyrantel,0.5,1,0,0,0.0,0.0
zometa,0.5,3,0,0,0.0,0.0
pyrithione zinc,0.5,1,0,0,0.0,0.0
felodipine,0.5,1,0,0,0.0,0.0
GADODIAMIDE,0.5,1,0,0,0.0,1.0
benzoyl peroxide / sulfur,0.5,1,0,0,0.0,0.0
niacin / simvastatin,0.5,1,0,0,1.0,0.0
berinert,0.5,1,0,0,0.0,0.0
esgic,0.5,2,0,0,0.0,0.0
betapace,0.5,1,0,0,0.0,0.0
niacin,0.5,10,2,1,0.2,0.2
clindamax,0.5,1,0,0,0.0,0.0
bicalutamide,0.5,2,0,0,0.0,0.0
next choice,0.5,14,3,2,0.07142857142857142,0.21428571428571427
prezcobix,0.5,2,0,0,0.0,0.0
prezista,0.5,2,0,0,0.0,0.0
prialt,0.5,1,0,0,0.0,0.0
plecanatide,0.5,3,1,1,0.0,0.0
pitocin,0.5,1,0,0,0.0,0.0
prinivil,0.5,1,0,0,0.0,0.0
bethanechol,0.5,1,0,0,0.0,0.0
neosporin,0.5,2,0,0,0.0,0.0
clobazam,0.5,2,0,0,0.0,0.0
eptifibatide,0.5,1,0,0,0.0,0.0
clarinex,0.5,2,1,1,0.0,0.5
claritin,0.5,1,0,0,0.0,0.0
prolensa,0.5,1,0,0,0.0,0.0
prolixin,0.5,1,0,0,0.0,1.0
novolog flexpen,0.5,2,0,0,0.0,0.0
eplerenone,0.5,2,1,1,0.0,0.0
estradiol / norethindrone,0.5,7,2,1,0.14285714285714285,0.14285714285714285
promethazine dm,0.5,1,0,0,0.0,0.0
neo-synephrine nasal,0.5,1,0,0,0.0,0.0
neo-poly-dex,0.5,3,0,0,0.0,0.3333333333333333
bisoprolol,0.5,2,0,0,0.5,0.5
procyclidine,0.5,1,0,0,0.0,0.0
nembutal sodium,0.5,1,0,0,0.0,0.0
promacta,0.5,1,0,0,1.0,0.0
tylenol allergy multi-symptom nighttime,0.5,1,0,0,0.0,0.0
gelnique,0.5,1,0,0,0.0,0.0
doripenem,0.5,1,0,0,0.0,0.0
dorzolamide / timolol,0.5,1,0,0,0.0,0.0
gabarone,0.5,1,0,0,0.0,0.0
gabitril,0.5,1,0,0,0.0,0.0
gamunex-c,0.5,1,0,0,0.0,0.0
gatifloxacin,0.5,1,0,0,0.0,0.0
fortesta,0.5,6,1,0,0.3333333333333333,0.5
fosinopril,0.5,1,0,0,0.0,0.0
fluoride,0.5,1,0,0,0.0,0.0
zovia 1 / 35,0.5,1,0,0,0.0,1.0
tri-lo-estarylla,0.5,3,0,0,0.0,0.3333333333333333
triamterene,0.5,1,0,0,0.0,0.0
alpha 1-proteinase inhibitor,0.5,1,0,0,0.0,0.0
aldesleukin,0.5,1,0,0,0.0,0.0
alka-seltzer plus cold,0.5,1,0,0,0.0,0.0
allegra allergy,0.5,1,0,0,0.0,0.0
travoprost,0.5,2,0,0,0.0,0.0
tretin-x,0.5,1,0,0,0.0,0.0
albiglutide,0.5,1,0,0,0.0,0.0
ginseng,0.5,1,0,0,0.0,1.0
glimepiride,0.5,4,0,0,0.0,0.0
fluoroplex,0.5,1,0,0,0.0,0.0
adcirca,0.5,2,0,0,0.0,0.0
aerobid,0.5,1,0,0,0.0,0.0
fleet bisacodyl,0.5,1,0,0,0.0,0.0
flolan,0.5,1,0,0,0.0,0.0
flovent,0.5,3,1,1,0.0,0.3333333333333333
fluocinonide,0.5,5,1,1,0.0,0.4
egrifta,0.5,1,0,0,0.0,0.0
eldepryl,0.5,1,0,0,0.0,0.0
elestrin,0.5,1,0,0,0.0,0.0
durezol,0.5,2,0,0,0.0,0.5
dyrenium,0.5,1,0,0,0.0,0.0
tylenol 8 hour,0.5,1,0,0,0.0,0.0
edoxaban,0.5,1,0,0,0.0,0.0
efavirenz,0.5,1,0,0,0.0,1.0
flecainide,0.5,24,5,2,0.20833333333333334,0.25
unasyn,0.5,1,0,0,0.0,0.0
unisom sleepgels,0.5,1,0,0,0.0,0.0
univasc,0.5,1,0,0,0.0,0.0
adalat cc,0.5,1,0,0,1.0,0.0
uceris,0.5,1,0,0,0.0,0.0
tropicamide,0.5,1,0,0,0.0,0.0
trusopt,0.5,1,0,0,0.0,0.0
tykerb,0.5,1,0,0,0.0,0.0
edecrin,0.5,1,0,0,0.0,0.0
griseofulvin,0.5,1,0,0,0.0,0.0
guaifenesin / hydrocodone,0.5,1,0,0,0.0,0.0
glimepiride / rosiglitazone,0.5,1,0,0,0.0,0.0
glipizide xl,0.5,1,0,0,0.0,1.0
glucophage xr,0.5,1,0,0,0.0,0.0
glucose,0.5,1,0,0,0.0,0.0
glucotrol,0.5,1,0,0,0.0,0.0
gold sodium thiomalate,0.5,1,0,0,0.0,0.0
tessalon,0.5,3,0,0,0.0,0.3333333333333333
testopel,0.5,3,1,1,0.3333333333333333,0.0
tetrahydrozoline / zinc sulfate,0.5,2,0,0,0.0,0.5
duofilm,0.5,1,0,0,0.0,0.0
amitriptyline / chlordiazepoxide,0.5,1,0,0,0.0,0.0
amlodipine / atorvastatin,0.5,2,0,0,0.0,0.0
amlodipine / benazepril,0.5,5,2,2,0.2,0.4
amlodipine / telmisartan,0.5,2,0,0,0.0,0.0
